"date","ScatRed3000","ScatGreen3000","ScatBlue3000","BackRed3000","BackGreen3000","BackBlue3000","SampleT3000","EnclosureT3000","RH3000","Pressure3000","Angstrom3000","ScatRed4000","ScatGreen4000","ScatBlue4000","BackRed4000","BackGreen4000","BackBlue4000","SampleT4000","EnclosureT4000","RH4000","Pressure4000","Angstrom4000"
"2023-01-07",57.95171062586,65.1128288554604,79.3015447628619,14.594076937245,9.51718931923237,11.1563928420256,26.428243902439,24.534243902439,31.6299540069686,1009.17716027875,0.878041591145366,43.6662840658363,59.5746595212689,77.9163600224921,7.49296924497173,9.22971980091556,11.5356441860148,23.8280069686411,24.5416271777003,31.5200104529617,1008.89331010453,1.64678921515727
"2023-01-08",79.4853609313102,87.9162829038056,106.554854988797,20.072475404623,13.1795179969174,15.5752867454236,26.4508601398601,24.4882482517483,35.1635923076923,1004.03581118881,0.794566807867655,59.0382029027191,80.5413767227748,105.404823732414,10.1141332813049,12.6663335476941,15.8438594799545,24.053986013986,24.5459055944056,35.4739510489511,1003.75108741259,1.63116522592349
"2023-01-09",15.9280095282783,15.8159525143194,18.4254717415126,4.2142340300859,2.47495637271906,2.80257918716709,26.1199265734266,24.1891433566434,40.1267496503497,1006.21423426573,0.19248892460632,12.1414262858136,14.9214258491993,18.5440164167924,2.51626395886664,2.86256162273014,3.50835562105131,24.0603146853147,24.2863916083916,39.1076293706294,1005.94721328671,0.99691729149772
"2023-01-10",17.8332699264892,18.1329147654838,21.1465305629539,4.64061560399511,2.79927728343249,3.14705962020014,26.0898229166667,24.1548819444444,36.4911118055556,1012.993125,0.465830846343577,13.834575748115,17.1772717516497,21.246021801947,2.79383109002187,3.19900657938588,3.87342993517949,23.5166458333333,24.1715694444444,36.4434305555556,1012.70199652778,1.27444372902903
"2023-01-11",13.7129599825229,15.0419324135821,17.8644541015328,3.08209451980946,2.01349467944219,2.30934233084122,26.4157700729927,24.2621277372263,34.4693306569343,1011.18790875912,1.08394164112348,11.1633247375426,14.1561368247216,17.6335890735856,2.04113159836548,2.28322281213528,2.80843141248546,23.9237116788321,24.3292810218978,34.7243175182482,1010.87693430657,1.325300550155
"2023-01-12",7.81463376634102,10.9287654455457,13.8764966870459,1.23910361384562,1.33157175390586,1.63007534173636,26.1994891304348,24.3052826086957,36.0594652173913,1013.87817391304,1.68441146409381,4.40557747988589,6.11927144668537,8.05624429275055,0.843788580865471,0.905416423276765,1.19332051615951,23.6629239130435,24.3300760869565,36.3904565217391,1014.23015217391,1.70922123727503
"2023-01-13",29.7529700863543,39.5474243232969,49.2954799250557,5.03168784644417,5.94629985505215,7.06839976148643,26.3007142857143,24.4170816326531,30.8817265306122,1012.33672108844,1.41316631438958,29.8946563148352,39.4081375953654,50.1612728802947,5.10177598601634,6.1467458865785,8.71706506853091,23.680768707483,24.4918843537415,31.3543401360544,1011.98519047619,1.47651773986439
"2023-01-14",49.1980056016849,65.5285567391864,82.9964313525031,8.28062225840666,9.85960676246785,11.8718067331703,26.3350766550523,24.4389407665505,29.5108006968641,1011.66520209059,1.49092035579355,47.939365150669,63.7081707973797,82.5930375425047,8.01886215613434,9.68276324587577,12.0708830403164,23.848393728223,24.5088432055749,29.5469616724739,1011.28533449477,1.5399042033792
"2023-01-15",21.0452465482847,28.335019590719,35.508130192865,3.3812575100063,3.98109007268011,4.81443257249063,26.4312727272727,24.4656888111888,28.6291517482517,1006.15122027972,1.47857967397905,20.4870204179754,27.4721556688864,35.3409326483496,3.46541371979956,4.15336220122751,5.16438793223251,23.7721888111888,24.5226083916084,28.966951048951,1005.75893706294,1.53066911643434
"2023-01-16",6.72631455526029,7.88870891468151,8.88925337743035,0.934885294037248,0.871400002016347,0.979416637596829,26.2610347222222,24.3523819444444,26.0441569444444,1000.44027777778,0.918810065928315,6.73168634254329,7.7398012249627,9.03156528766855,1.22795638458358,1.25329316968072,1.45863248577036,23.6138576388889,24.3908055555556,26.2563611111111,1000.01832986111,0.969121152499915
